D2_27_001.scope 300.00000000000006 40 108 4585 210.022395023 4606 405.243364974 4625 202.491653707 4745 5.19871249373 4791 10.123356719 4853 4.90011239338 1000 
D2_27_002.scope 305.73248407643314 45 98 4783 231.412234318 4804 420.860504499 4828 200.276723691 4940 7.41141896638 4993 14.3764333263 5038 7.22613346713 1000 
D2_27_003.scope 307.6923076923077 46 101 4656 181.101814412 4678 343.423617283 4702 163.841161223 4812 5.40849874561 4865 10.4396538281 4913 5.17421174109 1000 
D2_27_004.scope 307.6923076923077 42 95 4810 170.533437014 4828 318.886935449 4852 160.297356143 4966 5.39165479177 5014 10.2621162603 5061 5.21402508781 1000 
D2_27_005.scope 313.72549019607845 38 99 4709 252.802073613 4726 501.319885998 4747 244.037325039 4862 7.33179227296 4915 14.4355723212 4961 7.05003612644 1000 
D2_27_006.scope 289.1566265060241 45 140 4852 141.470502851 4871 280.857636782 4897 139.239709694 5018 5.29518314099 5071 10.1432951794 5158 5.07774109383 1000 
D2_27_007.scope 301.8867924528302 37 156 4895 103.800933126 4908 203.926289456 4932 97.8522446864 5054 2.92934771701 5159 5.46987247484 5210 2.8236899147 1000 
D2_27_008.scope 274.2857142857143 52 166 4871 98.8489580093 4880 180.151295078 4923 87.790150337 5046 2.57409031611 5154 4.72125830412 5212 2.50977621676 1000 
D2_27_009.scope 298.136645962733 40 158 4788 88.7710523587 4802 171.715567437 4828 86.4612026957 4949 2.47761866533 4988 4.61198499709 5107 2.45465027597 1000 
D2_27_010.scope 284.02366863905326 71 181 4832 43.7606013478 4870 83.604573858 4903 42.4474650078 5001 2.05957852484 5037 3.69229546605 5182 1.89879377822 1000 
D2_27_011.scope 275.86206896551727 42 178 4865 72.7603006739 4879 138.408754049 4907 68.9474650078 5039 1.89879377822 5150 3.31817183623 5217 1.79466633216 1000 
D2_27_012.scope 275.86206896551727 45 190 4813 125.855261794 4839 238.180168874 4858 116.188698808 4987 2.46230607125 5099 4.58086971298 5177 2.34899147015 1000 
D2_27_013.scope 296.29629629629636 62 150 4785 59.2017936755 4813 112.259358771 4847 54.3289580093 4947 1.84979227296 4977 3.26053456977 5097 1.68135072755 1000 
D2_27_014.scope 284.02366863905326 60 194 4883 63.3310523587 4918 124.052876033 4943 60.8629860031 5052 1.79466633216 5084 3.32775748104 5246 1.69819468138 1000 
D2_27_015.scope 289.1566265060241 43 158 4914 69.4537376879 4929 135.398071046 4957 67.4603006739 5080 1.89113697943 5113 3.37222593182 5238 1.68900752634 1000 
D2_27_016.scope 289.1566265060241 52 189 4843 48.1429860031 4859 93.4505554331 4895 45.9913426646 5009 2.20505067737 5124 4.03505825776 5198 2.01976517812 1000 
D2_27_017.scope 285.7142857142857 54 179 4858 49.883286677 4882 91.6232443932 4912 46.9880663556 5026 1.82682288008 5058 3.24856010376 5205 1.68135072755 1000 
D2_27_018.scope 307.6923076923077 85 226 4666 65.9731363401 4723 129.183022865 4751 64.9131363401 4822 1.85898043151 4942 3.45421162762 5048 1.84213547416 1000 
D2_27_019.scope 290.90909090909093 54 159 4895 79.3576153447 4909 150.772155606 4949 75.7188076724 5060 2.85584646262 5165 4.75911130228 5219 2.46996287005 1000 
D2_27_020.scope 311.68831168831167 52 194 4841 79.9429860031 4854 147.534338303 4893 71.9217936755 4995 1.98760762669 5107 3.68255642756 5189 1.90644957351 1000 
D2_27_021.scope 315.7894736842106 46 174 4767 54.5029860031 4784 100.602862696 4813 47.8107516848 4919 2.13154841947 5030 4.00746417999 5093 2.05957852484 1000 
D2_27_022.scope 342.8571428571429 48 183 4880 106.205702436 4908 204.92461143 4928 95.7955313634 5020 2.37349121927 5138 4.47799791837 5203 2.09173507275 1000 
D2_27_023.scope 300.00000000000006 32 193 4881 98.6907516848 4890 178.522394331 4913 81.0188076724 5041 1.82682288008 5146 3.49215630766 5234 1.58488008028 1000 
D2_27_024.scope 287.4251497005988 36 202 4753 110.081804044 4777 185.879109468 4789 91.1758320373 4920 2.07642247868 5024 3.96428201068 5122 2.01976517812 1000 
D2_27_025.scope 301.8867924528302 96 186 4725 42.0361223432 4813 79.0655602998 4821 39.22 4884 1.97995183141 4987 3.59597732323 5070 1.88194882087 1000 
D2_27_026.scope 274.2857142857143 39 204 4840 80.3543286677 4848 146.223337735 4879 70.8459720062 5015 1.51290918214 5050 2.73025033957 5219 1.35212443552 1000 
D2_27_027.scope 271.1864406779661 48 257 4847 55.7370139969 4869 106.495522404 4895 53.0949300156 5024 1.48840943302 5204 2.67601191516 5281 1.39959458103 1000 
D2_27_028.scope 255.31914893617022 62 184 4864 91.2549300156 4903 171.741513702 4926 82.4110523587 5052 2.49446362268 5158 4.50378438352 5236 2.1560491721 1000 
D2_27_029.scope 284.02366863905326 41 155 4657 175.485432867 4677 328.333950408 4698 160.044167963 4826 3.13760260913 4877 5.95617806093 4981 2.97681786252 1000 
D2_27_030.scope 298.136645962733 36 113 4733 159.063245205 4743 284.432188243 4769 138.322135822 4894 4.02421675866 4945 7.7774886868 5007 3.9752162569 1000 
D2_27_031.scope 322.14765100671144 35 115 4730 185.974598237 4741 342.893868205 4765 165.834629342 4879 5.00577019568 4938 9.8203750809 4994 4.94911289513 1000 
D2_27_032.scope 305.73248407643314 42 127 4707 158.557076205 4718 288.090273998 4749 144.682115086 4864 4.69185750125 4921 9.01476630511 4991 4.40244455595 1000 
D2_27_033.scope 307.6923076923077 48 105 4780 159.300570244 4797 307.622434571 4828 149.143597719 4936 6.23692323131 4986 11.9804713114 5041 6.01182438535 1000 
D2_27_034.scope 311.68831168831167 42 106 4792 141.549611198 4810 258.341966908 4834 124.858475894 4946 5.11755444054 4998 9.84714194346 5052 4.85264224787 1000 
