acc_16_1323.scope 428.5714285714286 59 104 5010 113.135231344 5025 517.330977412 5069 92.6313493945 5122 12.0481501534 5134 49.4078283667 5226 9.85075621972 
acc_16_1324.scope 403.36134453781517 92 111 5008 95.6847824317 5074 423.587735407 5100 69.9916464084 5127 11.0742529117 5160 49.0827365673 5238 8.94117294683 
acc_16_1325.scope 233.0097087378641 199 270 4901 5.20507497024 5026 29.2784676032 5100 4.28746296941 5107 -0.258787160132 5253 6.47393597553 5377 -0.330757553779 
acc_16_1326.scope 317.8807947019868 86 120 5012 106.442992096 5042 516.661753487 5098 98.010454227 5163 11.6377657811 5187 49.3516302083 5283 8.73291819075 
acc_16_1327.scope 305.73248407643314 95 107 5009 106.015827889 5054 479.705088363 5104 88.5811998736 5166 11.3483529215 5204 49.3143893578 5273 9.6823148729 
acc_16_1328.scope 309.6774193548387 91 116 5008 85.939110147 5076 412.260606302 5099 83.2179159377 5163 10.2856411515 5198 50.2190112674 5279 8.07293436816 
acc_16_1329.scope 262.2950819672131 222 477 4866 5.77462724663 5000 20.1789207342 5088 4.28746296941 5049 1.26331010123 5256 4.09321660511 5526 1.11018160411 
acc_16_1330.scope 311.68831168831167 91 86 5016 98.7540363656 5072 472.748323725 5107 78.2501544159 5170 11.0175953678 5197 49.932538475 5256 10.0115411417 
acc_16_1331.scope 333.3333333333333 80 104 5017 213.202402124 5067 1002.42149897 5097 195.514639764 5161 20.8775392973 5188 100.132378054 5265 15.7569223536 
acc_16_1332.scope 258.06451612903226 85 119 5013 100.019708091 5059 449.561534135 5098 89.6095581503 5199 16.3571860623 5238 81.9356287305 5318 15.8886128611 
acc_16_1333.scope 285.7142857142857 66 145 5016 103.183887404 5052 498.017776138 5082 96.7289616051 5184 12.6790395616 5226 60.6118729926 5329 11.2916953776 
acc_16_1334.scope 242.42424242424244 75 181 5008 95.4000062935 5044 446.452411542 5083 86.2871698714 5206 10.9211244146 5326 51.2499029357 5387 9.93497689314 
acc_16_1335.scope 95.42743538767397 212 460 4863 0.474626896983 5000 19.1901146988 5075 5.94865710885 5366 3.01663139327 5266 4.46712576938 5826 0.416509512167 
acc_16_1336.scope 256.6844919786096 78 137 5010 113.625679137 5046 551.220287111 5088 101.506872368 5197 12.6637267118 5243 62.2614344149 5334 12.1951535106 
acc_16_1337.scope 320.00000000000006 235 549 4856 2.78447779564 5000 22.2340551981 5091 7.11940345474 5006 -0.986147521452 5351 4.41052947685 5555 -0.0183754196544 
acc_16_1338.scope 326.53061224489795 70 181 5019 89.4197073916 5061 386.196312044 5089 76.6680647593 5166 11.4050104655 5239 51.5311693592 5347 10.3086104261 
acc_16_1339.scope 300.00000000000006 87 89 5015 96.222692915 5045 464.531899302 5102 88.5970207701 5175 14.1643859835 5212 64.4231187831 5264 13.2272395812 
acc_16_1340.scope 258.06451612903226 186 398 4880 7.78388111052 5000 18.4446340526 5066 6.92955269595 5066 1.28934194575 5304 4.65835263658 5464 1.17602685788 
acc_16_1341.scope 274.2857142857143 102 88 5013 78.6614977266 5049 365.726603231 5115 60.7838846069 5188 12.5350987742 5244 52.4851598962 5276 11.8092696978 
acc_16_1342.scope 133.70473537604457 224 477 5360 -3.00597034756 5008 20.5798222532 5584 4.46149283164 5001 0.900395563065 5204 4.86942495701 5478 0.771767625484 
acc_16_1343.scope 311.68831168831167 87 116 5013 97.3934392609 5075 459.432507921 5100 88.09075208 5167 16.1152430369 5231 78.7772616004 5283 14.9698418785 
acc_16_1344.scope 309.6774193548387 92 106 5007 72.7128406177 5075 317.613991102 5099 55.6262723264 5162 11.8398953973 5228 55.1401017794 5268 11.5673266725 
acc_16_1345.scope 311.68831168831167 84 117 5012 111.790455136 5039 510.681454585 5096 101.854932092 5166 19.6310733308 5243 91.1773622915 5283 18.1977905977 
acc_16_1346.scope 268.15642458100564 82 113 5010 93.2483643606 5033 447.093474271 5092 87.2680654586 5189 16.8747603826 5231 78.782896729 5302 15.2117849039 
acc_16_1347.scope 260.8695652173913 82 137 5016 97.7098571922 5054 456.569558478 5098 80.3068709695 5200 13.5978105442 5238 66.1631485215 5337 12.599412743 
acc_16_1348.scope 255.31914893617022 85 158 5012 81.8256770398 5040 399.916193547 5097 76.5098557937 5200 12.1308395418 5231 62.7004231905 5358 11.6316406412 
acc_16_1349.scope 233.0097087378641 115 101 5006 65.4035864043 5055 287.335959254 5121 58.4423919152 5212 17.8578453342 5257 89.5217369806 5313 16.3081849433 
acc_16_1350.scope 207.79220779220782 224 596 4840 2.62626882997 5007 20.9867357129 5064 6.77134373029 5071 -0.744204496003 5232 5.26633402155 5667 -0.113315087869 
acc_16_1351.scope 251.30890052356025 101 144 5009 89.2614984259 5070 423.095705524 5110 84.4519458698 5200 15.9376139802 5240 77.2163922035 5344 15.4537279294 
acc_16_1352.scope 252.63157894736844 178 413 4897 7.94209007618 5013 20.382377464 5075 6.92955269595 5087 -0.0980022381567 5256 4.57725578451 5500 -0.260318445104 
acc_16_1353.scope 243.6548223350254 93 85 5007 75.1809004821 5049 348.002769226 5100 70.8776166161 5204 14.0173826264 5245 65.3765580576 5289 11.7418931592 
acc_16_1354.scope 207.79220779220782 232 397 4851 6.61313476462 5000 20.1880968542 5083 4.96776152175 5082 0.514511750323 5265 5.52138484635 5479 0.416509512167 
acc_16_1355.scope 229.66507177033495 97 90 5008 95.8746331906 5046 409.021435938 5105 77.1743334495 5217 20.8744767273 5245 99.6544946407 5307 20.2466498892 
acc_16_1356.scope 274.2857142857143 207 454 4886 6.26507504018 5020 20.2646699936 5093 4.96776152175 5061 0.499198900611 5272 4.28153403087 5515 0.401196662455 
acc_16_1357.scope 234.14634146341464 84 125 5011 110.303290858 5067 529.748799127 5095 104.987469612 5216 15.4231022299 5258 74.2055184417 5341 14.5196440969 
acc_16_1358.scope 213.33333333333334 181 368 4910 2.62626882997 5023 25.4235479458 5091 10.4101499405 5135 0.998397801222 5293 5.95241094005 5503 1.28934194575 
acc_16_1359.scope 246.15384615384616 98 99 5011 97.2035885021 5057 444.676674112 5109 89.9259760817 5206 20.3905906765 5252 94.6559517349 5305 18.2284162971 
acc_16_1360.scope 228.57142857142858 211 453 4889 7.43582138607 5006 20.6544968849 5100 5.6005973844 5099 1.45165815269 5327 5.43416285439 5552 1.36896876425 
acc_16_1361.scope 237.62376237623764 101 141 5013 93.4065733262 5066 434.219061481 5114 82.806572627 5215 13.29155355 5250 63.8086447498 5356 11.5979523719 
acc_16_1362.scope 241.2060301507538 202 419 4924 3.6388062102 5019 24.6274404307 5126 9.27104538773 5123 -0.0490011190784 5406 5.45762214015 5542 0.514511750323 
acc_16_1363.scope 242.42424242424244 96 125 5018 113.942097069 5055 543.783832888 5114 104.006574026 5216 13.3895557882 5293 59.3511354501 5341 12.4370965361 
acc_16_1364.scope 177.77777777777777 176 354 4924 10.6000006993 5042 24.1654702509 5100 8.10029904185 5194 1.51597212149 5360 5.35563856107 5548 1.20971512725 
acc_16_1365.scope 215.24663677130044 92 134 5009 102.677618714 5052 494.385931122 5101 94.7355286377 5232 13.1966138818 5314 60.2230491127 5366 17.3739592832 
acc_16_1366.scope 220.18348623853214 178 429 4932 8.76477669762 5032 23.5376970752 5110 7.59403035173 5150 1.03208607059 5369 5.98732423739 5579 0.91877098272 
acc_16_1367.scope 242.42424242424244 91 152 5018 124.700306734 5052 566.352025422 5109 103.34209637 5216 14.2103245328 5287 66.8437128142 5368 13.1139244933 
acc_16_1368.scope 198.34710743801654 197 364 4909 7.43582138607 5023 24.7014822265 5106 6.92955269595 5151 0.98308495151 5327 5.87027281419 5515 0.869769863641 
