acc_001.scope 378.90625000000006 183 295 4481 60.0244790047 4571 276.82767239 4664 57.6829860031 4609 13.852002007 4706 65.4888977232 4904 12.9669242348 1000 
acc_002.scope 370.22900763358786 183 238 4515 62.8089580093 4580 289.71226422 4698 57.5247796786 4646 13.5641244355 4730 64.7549201349 4884 12.724977421 1000 
acc_003.scope 404.16666666666674 146 230 4566 121.536132711 4630 574.94028569 4712 112.929600829 4686 18.8470546914 4788 91.9224229985 4916 17.4290817863 1000 
acc_004.scope 351.4492753623189 195 268 4491 52.9050803525 4593 230.41358959 4686 48.6017936755 4629 12.9179227296 4733 60.4034368315 4897 11.9348319117 1000 
acc_005.scope 356.61764705882354 195 272 4462 63.1570139969 4539 273.323697605 4657 58.6955313634 4598 14.5288309082 4728 71.1146480835 4870 14.207265429 1000 
acc_006.scope 351.4492753623189 214 358 4455 49.7725453603 4518 225.822425335 4669 48.1271643339 4593 13.1476166583 4691 62.7832952967 4951 12.6331058705 1000 
acc_007.scope 361.94029850746267 205 387 4420 52.5886573354 4479 240.664325371 4625 48.443587351 4554 14.3420170597 4651 68.2536575169 4941 13.8581334671 1000 
acc_008.scope 332.1917808219178 266 416 4374 36.3880663556 4529 158.408303181 4640 34.0465733541 4520 11.3284495735 4639 55.4673061467 4936 10.8108680381 1000 
acc_009.scope 327.7027027027027 192 226 4535 18.6686573354 4623 86.409303494 4727 24.1426853292 4683 6.52633617662 4805 31.867938521 4909 6.63658906172 1000 
acc_010.scope 323.33333333333337 241 486 4327 30.0913426646 4408 121.806332006 4568 27.5916433385 4477 10.0697340692 4602 49.0581412767 4963 9.82778725539 1000 
acc_011.scope 378.90625000000006 158 234 4540 84.5152306895 4606 380.601447341 4698 78.8829860031 4668 18.2406623181 4801 88.7320809349 4902 17.6771500251 1000 
acc_012.scope 388.0 129 203 4582 93.9444790047 4644 461.371535834 4711 100.051353033 4707 17.7567787255 4817 87.9960222884 4910 18.482609132 1000 
acc_013.scope 359.25925925925924 184 247 4521 62.3343286677 4588 293.44851297 4705 66.6376153447 4656 14.5778324134 4788 71.9275186021 4903 14.8044656297 1000 
acc_014.scope 356.61764705882354 187 264 4515 68.9474650078 4572 322.458952494 4702 64.4859720062 4651 17.2514601104 4769 84.8206950182 4915 16.1244355243 1000 
acc_015.scope 373.0769230769231 172 253 4527 80.1803006739 4589 363.240157843 4699 74.7379160187 4657 16.6573206222 4768 81.7121228524 4910 15.9161766182 1000 
acc_016.scope 359.25925925925924 195 273 4494 64.6441783307 4576 290.722305174 4689 59.170150337 4629 14.6574611139 4718 70.9428449034 4902 14.2562669343 1000 
acc_017.scope 388.0 134 222 4577 119.859097978 4631 550.22479324 4711 112.581544842 4702 20.2313396889 4797 100.160553702 4924 19.8301354742 1000 
acc_018.scope 367.4242424242425 151 220 4569 82.8382166926 4631 384.636363903 4720 75.2125453603 4701 16.4153738083 4811 80.5757884432 4921 15.416979428 1000 
acc_019.scope 339.16083916083915 214 327 4471 48.443587351 4539 223.066401323 4685 45.9438880249 4614 12.8382940291 4753 61.8923919645 4941 12.5810336177 1000 
acc_020.scope 334.48275862068965 211 420 4408 38.8561223432 4539 168.522948802 4619 34.5528356661 4553 11.2763873557 4670 53.1023321612 4973 10.7128650276 1000 
acc_021.scope 339.16083916083915 233 523 4660 31.4203006739 4725 129.348506414 4893 27.1170139969 4803 8.76507476167 4915 40.5180444046 5326 7.97493226292 1000 
acc_022.scope 356.61764705882354 180 256 4516 70.6244790047 4597 320.542103685 4696 65.4985069984 4652 16.550125439 4761 79.1309933808 4908 14.599267436 1000 
acc_023.scope 310.8974358974359 246 503 4342 27.2752306895 4417 96.4277310524 4588 22.3074650078 4498 7.65336276969 4637 34.9050885477 5001 7.16947616658 1000 
acc_024.scope 341.54929577464793 178 244 4390 49.7725453603 4452 217.848012317 4568 47.6209020218 4532 12.5687907677 4649 61.2471762148 4776 12.0358956347 1000 
acc_025.scope 312.90322580645164 246 472 4331 28.2561223432 4406 116.794262665 4577 27.433437014 4486 9.27958655294 4622 45.1584551069 4958 9.105020572 1000 
acc_026.scope 293.93939393939394 331 486 4234 27.9396993261 4446 113.837702602 4565 26.6107516848 4399 9.4755915705 4732 46.0152339817 4885 9.40821475163 1000 
acc_027.scope 373.0769230769231 125 230 4552 86.8250803525 4626 414.735968087 4677 89.9576153447 4682 16.9850175615 4778 85.4409810722 4912 17.9680983442 1000 
acc_028.scope 332.1917808219178 220 439 4381 36.1982063245 4449 155.813729269 4601 33.5719440124 4527 10.4586753638 4653 50.3082203069 4966 10.1677370798 1000 
acc_029.scope 336.80555555555554 194 285 4506 53.2531363401 4638 244.072105178 4700 52.4304510109 4650 13.7754440542 4763 67.4527402978 4935 13.1476166583 1000 
acc_030.scope 325.50335570469804 215 323 4437 42.1468636599 4539 187.770622706 4652 40.5014930016 4586 13.0465529353 4706 63.3577136923 4909 12.6300351229 1000 
acc_031.scope 348.92086330935257 158 235 4548 77.2059720062 4619 348.245748118 4706 70.5928356661 4687 17.7843452082 4779 85.9385304016 4922 17.1871450075 1000 
acc_032.scope 348.92086330935257 165 232 4552 81.1928460342 4624 366.594265717 4717 74.5480663556 4691 18.6541093828 4786 89.5700645582 4923 17.3341495233 1000 
acc_033.scope 339.16083916083915 157 224 4572 81.3510523587 4649 373.694613354 4729 79.0412026957 4715 20.1363973909 4812 97.1815342505 4939 18.9909984947 1000 
acc_034.scope 361.94029850746267 131 219 4570 75.5606013478 4646 372.869371917 4701 79.0412026957 4704 16.544004014 4816 83.6541016462 4923 17.6373406924 1000 
acc_035.scope 346.42857142857144 231 318 4506 11.3910419907 4634 33.3013327323 4737 6.42328356661 4646 2.33367787255 4820 12.8337481108 4964 2.12542398394 200 
acc_036.scope 361.94029850746267 121 212 4605 85.6543390358 4666 414.989700715 4726 87.2997096941 4739 16.9635725038 4844 84.0445749766 4951 17.7506573006 1000 
acc_037.scope 348.92086330935257 148 230 4555 60.6573146708 4628 278.942664178 4703 59.5182166926 4694 14.593146011 4800 71.8290845919 4924 13.757059709 1000 
acc_038.scope 361.94029850746267 126 215 4606 105.145671332 4669 479.488308678 4732 99.3552306895 4740 19.6525137983 4854 96.5637531968 4955 19.1533166081 1000 
acc_039.scope 343.9716312056738 132 217 4590 85.9707516848 4650 444.29440895 4722 94.0710523587 4731 17.6373406924 4822 88.8301440879 4948 18.9909984947 1000 
acc_040.scope 367.4242424242425 131 217 4569 127.959460861 4632 648.463116641 4700 138.559460861 4701 19.9434520823 4777 100.183461733 4918 20.3599698946 1000 
acc_041.scope 356.61764705882354 118 202 4618 115.745671332 4675 538.617406449 4736 111.284188699 4754 20.2650275966 4841 100.079763833 4956 19.9097641746 1000 
acc_042.scope 339.16083916083915 143 206 4584 77.7122446864 4658 368.82115436 4727 80.0220943494 4727 17.7506573006 4832 87.749733703 4933 18.0415955845 1000 
acc_043.scope 329.93197278911566 166 208 4548 56.0376153447 4622 261.349227475 4714 52.9050803525 4695 15.8334872052 4811 77.2835838077 4903 15.0923432012 1000 
acc_045.scope 339.16083916083915 151 200 4561 61.669849663 4623 258.094467413 4712 54.0758216693 4704 15.3557250376 4814 72.4246380787 4904 14.2593276468 1000 
acc_046.scope 319.0789473684211 201 269 4464 42.336723691 4531 179.716541255 4665 37.3689580093 4616 13.6958153537 4735 67.1864740524 4885 13.5365579528 1000 
acc_047.scope 341.54929577464793 160 218 4534 67.3020943494 4597 297.667017294 4694 62.0179160187 4676 16.3725037632 4790 75.7755122888 4894 14.5196487707 1000 
acc_048.scope 339.16083916083915 175 217 4567 32.0847796786 4643 140.440243069 4742 29.743286677 4710 8.68544806824 4835 42.3895194551 4927 8.58744606121 1000 
acc_049.scope 314.93506493506493 219 271 4442 27.433437014 4534 111.786623193 4661 22.6555209953 4596 8.52313196187 4734 40.228635549 4867 8.21687506272 1000 
acc_050.scope 343.9716312056738 162 213 4531 57.5564230171 4612 259.61013267 4693 55.5629860031 4672 15.0188459609 4779 73.5437003651 4885 14.4216457602 1000 
acc_051.scope 316.9934640522876 232 316 4460 27.1170139969 4605 108.921847569 4692 24.6173146708 4613 8.63644756648 4756 40.5612266675 4929 8.16787355745 1000 
acc_052.scope 288.6904761904762 277 548 4433 10.8847796786 4609 25.149894277 4710 5.60059720062 4601 2.1744244857 4780 10.5550089038 5149 2.01210837933 200 
acc_053.scope 306.9620253164557 241 518 4396 18.1623846553 4521 53.8467338974 4637 14.2071643339 4554 4.89704967386 4698 21.3766814942 5072 4.2355343703 1000 
acc_054.scope 334.48275862068965 193 242 4510 40.153437014 4575 175.441768158 4703 36.5146293416 4655 11.7572102358 4782 54.8408905166 4897 10.9058103362 1000 
acc_055.scope 334.48275862068965 179 234 4546 28.0979160187 4617 127.096852815 4725 30.2495593572 4691 7.94124435524 4809 38.9237338846 4925 8.08518514802 1000 
acc_056.scope 336.80555555555554 165 217 4574 48.76 4658 223.871387952 4739 43.9820943494 4718 13.3038033116 4833 64.489821035 4935 13.0955444054 1000 
