acc_13_1144.scope 338.02816901408454 60 136 5007 66.06806406 5035 313.281596786 5067 60.7522428138 5149 21.0949817633 5211 100.48818743 5285 19.8209526672 
acc_13_1145.scope 309.6774193548387 99 173 4997 17.3713444295 5045 75.8472766455 5096 16.2005980837 5152 2.93394200482 5263 15.2948418007 5325 2.62768501058 
acc_13_1146.scope 292.6829268292683 61 141 5011 94.545677879 5045 462.314442439 5072 88.2489610457 5175 14.2715759316 5233 69.5358342963 5316 12.7892920795 
acc_13_1147.scope 317.8807947019868 113 281 4987 12.5617918735 5054 55.9021887625 5100 11.8973142177 5138 2.12848610996 5266 11.435023651 5419 1.82222911573 
acc_13_1148.scope 342.8571428571429 76 176 5011 71.3522435131 5046 330.412463588 5087 63.4101534369 5151 13.2088641616 5211 65.7981514359 5327 11.432573595 
acc_13_1149.scope 234.14634146341464 108 220 4995 15.7259711867 5046 58.8752516452 5103 13.2262695293 5200 3.04725709268 5281 13.3063151371 5420 3.01356882332 
acc_13_1150.scope 294.47852760736197 80 145 5010 104.797618854 5038 469.48953545 5090 80.6232889008 5173 15.6282944161 5233 76.7446339296 5318 14.7891502519 
acc_13_1151.scope 240.00000000000003 131 155 4988 15.3779114622 5055 68.8753239467 5119 15.2197024966 5188 3.33820123721 5285 16.9925468226 5343 2.74100009844 
acc_13_1152.scope 274.2857142857143 103 166 5013 64.0746310927 5063 304.053584237 5116 60.087765158 5188 11.5612015326 5236 57.8523749717 5354 11.4509490147 
acc_13_1153.scope 272.72727272727275 105 220 4992 14.9032845653 5036 63.5512758343 5097 12.9098515979 5168 3.03194424297 5290 15.443070186 5388 2.90025373545 
acc_13_1154.scope 384.0 50 126 5009 65.8782133012 5031 286.56263383 5059 49.9940331489 5134 16.0631793479 5212 79.9565347823 5260 14.3695781697 
acc_13_1155.scope 303.7974683544304 119 195 4986 12.0871649765 5040 49.8636689612 5105 11.739105252 5144 3.03194424297 5247 14.8745347018 5339 2.61237216086 
acc_13_1156.scope 387.09677419354836 68 160 5010 68.5361239243 5033 311.56787727 5078 60.5940338481 5134 14.3358899004 5199 72.5035870734 5294 13.4661200367 
acc_13_1157.scope 311.68831168831167 97 219 4996 18.5420907754 5053 80.5751933752 5093 16.7068667738 5150 3.99971634478 5260 17.8349373109 5369 3.80371186846 
acc_13_1158.scope 335.6643356643357 65 150 5017 82.6167218681 5049 394.623787228 5082 78.4716469679 5160 16.7063190358 5230 80.9367409181 5310 15.367975971 
acc_13_1159.scope 375.0 83 185 4987 16.042389118 5036 63.5727922537 5070 13.3844784949 5115 3.59545711237 5215 16.3832791583 5300 3.04725709268 
acc_13_1160.scope 282.3529411764706 84 112 5010 67.5552283373 5062 327.146397702 5094 54.9617946706 5180 21.3032365193 5217 100.819373744 5292 19.3860677354 
acc_13_1161.scope 265.1933701657459 114 190 4989 14.0489561506 5036 44.6655551854 5103 9.08119462894 5170 4.49891524538 5271 19.4601206766 5360 4.35191188815 
acc_13_1162.scope 317.8807947019868 66 134 5013 66.06806406 5038 313.994169968 5079 55.6262723264 5164 15.9008631409 5243 80.5029585114 5298 14.675835164 
acc_13_1163.scope 260.8695652173913 135 195 4979 12.7200008392 5046 52.4968989856 5114 9.58746331906 5163 4.32128618872 5278 18.749298193 5358 3.98134092512 
acc_13_1164.scope 309.6774193548387 77 131 5015 57.4298545349 5067 272.424447823 5092 50.6585108047 5170 19.4320062845 5254 93.5608379748 5301 18.3356062452 
acc_13_1165.scope 237.62376237623764 143 174 4957 9.4292543534 5028 34.1959186738 5100 7.2776124204 5159 3.90171410661 5256 19.6234169059 5333 3.46682917479 
acc_13_1166.scope 303.7974683544304 82 146 5006 51.1647794948 5057 240.7934129 5088 42.8746296941 5164 13.9990072067 5254 66.3260772425 5310 12.3697199974 
acc_13_1167.scope 290.90909090909093 110 213 4984 12.0871649765 5049 50.2471674939 5094 10.7582096649 5149 2.61237216086 5272 16.409494757 5362 2.38574198513 
acc_13_1168.scope 322.14765100671144 70 154 5015 70.1814971672 5057 326.935663359 5085 62.7456757811 5164 13.8703792691 5249 66.2151509592 5318 12.2227166401 
acc_13_1169.scope 300.00000000000006 102 233 4984 10.7582096649 5055 48.1429882506 5086 8.10029904185 5144 3.0625699424 5262 16.8128352184 5377 2.96763027418 
acc_13_1170.scope 333.3333333333333 72 163 5011 61.4167204696 5058 279.729905021 5083 55.278212602 5155 14.7554619824 5244 71.5844485822 5318 14.35426532 
acc_13_1171.scope 358.2089552238806 119 218 4997 19.2065684312 5052 81.8364352495 5116 16.3904488425 5131 2.46536880363 5277 14.6831240804 5349 2.25711404755 
acc_13_1172.scope 338.02816901408454 75 146 5008 64.5808997828 5048 305.498981348 5083 60.7522428138 5150 12.9669211361 5230 65.514986219 5296 12.7249781107 
acc_13_1173.scope 285.7142857142857 101 201 4999 20.5038819496 5055 89.1058208037 5100 17.2131354639 5167 3.48214202451 5272 16.5759148077 5368 3.31982581756 
acc_13_1174.scope 311.68831168831167 93 148 5006 57.2716455693 5067 249.933461264 5099 47.3361225258 5160 13.5457468552 5241 63.6797105553 5308 12.1124641222 
acc_13_1175.scope 315.7894736842106 124 445 4975 13.3844784949 5026 51.4995496661 5099 11.4226873207 5127 1.80385369608 5234 9.82833820775 5572 1.28934194575 
acc_13_1176.scope 282.3529411764706 79 163 5005 63.4101534369 5057 281.425272297 5084 49.6776152175 5175 13.1261747731 5280 65.3892370971 5338 12.8046049292 
acc_13_1177.scope 280.70175438596493 135 342 4980 10.4101499405 5037 42.3019132384 5115 8.41671697317 5151 2.48374422328 5268 14.3742332761 5493 2.33674086605 
acc_14_1212.scope 305.73248407643314 83 174 5010 54.6453767392 5041 245.729532629 5093 50.500301839 5167 7.03166058775 5250 35.503270817 5341 6.46814771834 
acc_14_1213.scope 218.18181818181822 107 161 5009 46.7032866631 5076 217.400002402 5116 44.7098536958 5229 7.59823602708 5334 35.9442196374 5390 6.66108962472 
acc_14_1214.scope 244.8979591836735 79 150 5015 62.1128399185 5065 299.452867516 5094 54.9617946706 5211 8.6609477971 5260 38.4242887767 5361 11.6622663407 
acc_14_1215.scope 256.6844919786096 92 188 5008 44.5516447301 5070 186.970722782 5100 36.1032859638 5195 7.33791758199 5308 32.5899092822 5383 6.93672091953 
