acc_86_2468.scope 350.3649635036497 81 173 5013 57.4931381212 5067 266.901689249 5094 50.3737346665 5150 13.8152530101 5207 68.2287294449 5323 13.5426842853 
acc_86_2469.scope 393.44262295081967 106 83 5006 45.4059731447 5040 201.05068789 5112 38.6029876213 5128 17.1258911179 5177 82.2487458814 5211 14.302201631 
acc_86_2470.scope 387.09677419354836 73 84 5008 66.9540342677 5060 318.003185157 5081 50.2155257008 5132 12.4922227951 5176 61.6872025508 5216 12.121651832 
acc_86_2471.scope 342.8571428571429 91 122 5016 59.6447800542 5079 291.157655029 5107 49.8674659764 5156 13.395680928 5202 61.0016156434 5278 21.4992409957 
acc_86_2472.scope 338.02816901408454 90 189 5008 44.8997044545 5040 209.193386935 5098 39.5838832084 5150 12.651476432 5219 61.097229077 5339 20.2834007285 
acc_86_2473.scope 347.82608695652175 82 109 5012 65.7516461287 5047 307.902491955 5094 59.2967203297 5150 15.3465379813 5230 70.2352027684 5259 13.0710485142 
acc_86_2474.scope 313.72549019607845 81 182 5006 41.0710474855 5046 197.316956301 5087 35.1223903768 5159 14.3450776102 5244 69.1432128297 5341 31.0636469257 
acc_86_2475.scope 347.82608695652175 107 122 5006 39.267465277 5078 171.620023262 5113 31.8000020979 5144 13.3773055084 5224 66.2098833389 5266 12.5228484944 
acc_86_2476.scope 298.136645962733 146 130 5007 35.1223903768 5100 156.153514779 5153 29.4901511992 5168 13.925505528 5243 67.0723030346 5298 11.9256473557 
acc_86_2477.scope 338.02816901408454 52 118 5009 51.0065705291 5038 248.090643232 5061 41.893734107 5151 20.0414577031 5210 100.451191585 5269 19.5728845019 
acc_86_2478.scope 324.3243243243243 65 126 5014 72.3964226865 5051 325.471281173 5079 66.4161237844 5162 15.8304240322 5252 74.6306031497 5288 14.4737055478 
acc_86_2479.scope 311.68831168831167 58 134 5012 92.1092598078 5043 438.181879654 5070 84.6417966286 5166 14.779962542 5234 72.2937397808 5300 14.0725088853 
acc_86_2480.scope 335.6643356643357 71 111 5014 92.9319464292 5045 430.293580625 5085 78.8513484854 5157 17.8486576243 5225 86.7454560765 5268 17.1044531282 
acc_86_2481.scope 345.32374100719426 57 153 5019 119.605978039 5046 548.534531709 5076 106.537917476 5158 14.779962542 5214 72.1685419216 5311 14.2011368229 
acc_86_2482.scope 345.32374100719426 66 112 5014 108.341499685 5044 533.96538448 5080 100.241200643 5153 21.0092298048 5209 100.221315086 5265 18.3784822243 
acc_86_2483.scope 303.7974683544304 89 122 5013 98.5641856067 5056 480.650861559 5102 94.2609017408 5171 19.2023135389 5249 92.8385614797 5293 18.6234878198 
